index|VINHO|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|TIPO
1|Bacarina|82899|106962|67464|58690|138158|101454|57297|0|0|29525|37404|37893|0|46640|46767|55878|26538|40547|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18100|15505|17570|21520|11545|12070|16780|10810|7850|12930|3820|2990|3900|0|0|0|0|nd|0|0|TINTAS
2|Bailey|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|425674|12421|7917|35614|66503|94805|236139|235828|559815|604895|769140|912286|756000|991449|963159|442784|1370092|539742|nd|534981|4092669|TINTAS
3|Bordo|7242197|7227090|6530686|5584243|13341412|16023998|12725233|18714617|22247163|20061699|16495642|20525530|26385123|14872674|22146292|36787283|23956474|22318163|34047360|32102192|32681255|28036345|32595535|31680138|35680856|36409536|31280138|32904803|34014727|40736069|52382471|42098781|54989827|39213494|70888283|64174362|54568468|76907674|97644667|69521354|89066377|139754250|127378006|102788361|113008320|137467196|60976531|160146475|158405972|nd|129978861|117655879|TINTAS
4|Bourdin (S)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|78952|0|0|0|7270|0|0|0|0|0|0|0|0|0|0|0|26990|0|0|0|0|0|0|0|0|nd|0|0|TINTAS
5|BRS Carmen|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2296|48450|278602|605728|1553111|2891792|2964574|6771269|7472984|nd|11540681|13771662|TINTAS
6|BRS Cora|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4370|59160|335038|1178530|2844280|3098082|3697942|4721454|5733518|5155752|10085982|8691122|nd|7326286|6442555|TINTAS
7|BRS Magna|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|600|28560|275616|1605458|2292084|nd|3989275|2094359|TINTAS
8|BRS Margot|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3679|15052|14835|42600|44328|nd|20771|86932|TINTAS
9|BRS Morena|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12114|0|0|2600|6500|0|0|0|0|nd|0|0|TINTAS
10|BRS Rúbea|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6716|32167|68948|74254|230237|308905|366671|605247|785389|718461|876076|1333903|1332139|1478269|1731895|2034788|1637818|2529215|2658828|nd|1476672|191970|TINTAS
11|BRS Violeta|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4296|132764|979695|2404076|4009589|3561414|6489062|8295873|5749538|14432937|13645751|nd|8318514|15601302|TINTAS
12|BRS Vitória|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|nd|0|125731|TINTAS
13|Champagnon (Champanheta)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5905|26979|23144|5643|10848|7130|0|17498|6000|4351|3138|106|980|0|0|4640|0|nd|0|0|TINTAS
14|Coleções|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|490|0|5386|10905|13311|30942|27400|27109|11624|33408|39806|34072|47882|44847|0|4324|1140|nd|0|0|TINTAS
15|Concord|5407624|3726469|2262221|1850704|5218933|7361018|6140559|7387125|8520060|9016712|5640991|10751352|11470646|6864134|8550370|17270192|8864661|11047563|16295035|12222671|15417034|14941796|14188621|19215089|21325339|19710821|16894753|25314872|21850423|21225797|30977892|32948855|34686034|27455055|36107207|37460265|26526274|25732390|44291027|39227727|41446763|44201322|44395218|34237661|30755828|39180980|15254862|36172976|31971535|nd|9984266|367793|TINTAS
16|Concord clone 30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|942685|1720732|2745160|2326774|2923699|4293636|1770853|4676208|4809154|nd|1406305|621693|TINTAS
17|Couderc|2713692|2835642|2550812|2602220|5057735|4052782|4084126|4214237|4406881|5113513|4431263|4779453|6234132|4643069|5544207|7341937|5474248|6244818|6141396|8457905|6959591|5270323|6545413|7880808|10306977|8015634|8736532|10236308|9098481|15235782|18482712|17623308|20199921|22395538|30938797|25596933|23869435|32652378|33179502|29388964|24092319|35686727|27237702|26722044|30181906|27693447|17522126|31791586|25797806|nd|16974342|54081578|TINTAS
18|Cynthiana(1)|568653|419550|535172|360571|605039|544666|351881|738472|491780|414158|285705|388118|400575|172523|553285|467677|304481|286589|397685|327562|342604|221319|321747|394647|304456|368619|415262|470750|292590|501809|655439|788473|741160|809515|1093197|977034|932587|1705777|1220666|1279382|1151540|1249033|1492979|1290743|1490695|1596711|694778|2083008|1200824|nd|1084022|7346675|TINTAS
19|Herbemont|62053013|43864620|45765536|33214347|65865189|48754240|41938949|53226940|46594020|60116742|31377059|48717399|48220049|26085982|44313715|47677634|29438543|29335178|46197631|29443570|33234026|24856167|29784144|25696041|29001540|31362294|21055147|24288342|17315058|25009687|25932525|17762997|15343264|17060345|18289740|14772530|11490495|18204806|11962083|10968175|7598565|8954135|7246411|6142005|4045612|3282683|1013198|3642399|1325593|nd|1131251|14846723|TINTAS
20|IAC 138022|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|508580|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|nd|0|0|TINTAS
21|Isabel|193840398|126754464|120365492|109787700|191946376|193394592|146746340|175906184|202315021|195149198|129236559|191757135|237185186|108170744|166802020|261311720|148440133|140066153|235678802|159406823|210877130|132328198|164527740|160040350|176725596|199803720|137107664|162509173|143410394|195025199|237507385|188547951|211737269|151317201|245112515|185966788|163125701|228558808|236664733|199729598|198927893|244626313|262942020|232518530|228517859|256440505|98302381|262423174|216921065|nd|152414695|125664882|TINTAS
22|Isabel Precoce|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8140|86037|576083|1632808|5427981|7687712|11743388|11467561|12806674|15254220|7167904|20028520|17435326|nd|12098037|12814595|TINTAS
23|Jacquez|390593|203081|278191|302686|847092|513846|495973|681039|578872|657846|422025|553100|796363|427037|807228|883337|608629|532204|841551|804883|995409|1687679|1586195|1511782|4133466|1662439|1817283|1913297|2221138|1735671|0|0|24008333|20945416|31496317|20571911|21500205|32478164|23447261|24273653|26557467|30223434|24572149|24997428|24345429|24330422|11518368|31404577|18221292|nd|8913460|17862770|TINTAS
24|Kyoko|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5395|0|0|0|0|0|0|0|0|0|nd|0|0|TINTAS
25|Landot|134384|106917|63740|80995|103456|104110|87904|62198|44974|39884|36680|38773|30617|10195|8774|21485|5953|3078|8728|2005|3243|5831|1472|575|1760|935|0|0|0|0|223|1585|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|nd|0|0|TINTAS
26|Mistura de uvas americanas tinto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|nd|0|8617|TINTAS
27|Oberlin|15682|34722|11136|9483|47350|17264|10611|22059|13670|6207|1042|3428|5723|767|0|177|4770|85|460|276|91|0|0|0|62|0|0|0|2826|0|4380|0|2610|2230|4470|2855|952|3060|0|0|0|0|0|0|0|0|0|0|0|nd|0|0|TINTAS
28|Othello|33013|106190|34525|17358|54730|53172|77044|46765|59623|3638|37273|25750|37730|10513|0|4862|4488|3295|91992|72780|57552|50940|37109|65870|70019|43847|25953|31225|55456|70987|80659|155060|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|nd|0|0|TINTAS
29|Paco|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|nd|7380|0|TINTAS
30|Patricia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14864|20310|38018|50848|20380|7085|5885|3015|3575|930|2890|0|1300|1401|nd|0|0|TINTAS
31|Seibel|11803494|8309720|8786979|7724880|12179223|11082086|9573812|11772470|9740290|10776565|8757496|13187936|10317316|8861295|12246571|13394429|7940611|8747755|19689011|11640275|14188377|10227279|13785350|12099604|20816629|16575585|14167124|18914686|14338821|27946347|31253537|20842760|4101|2550|6249764|5824509|4764595|8603117|10059544|7731667|6274394|6922384|4056234|6727381|6367679|6075113|2933430|7812493|5293981|nd|3660374|351956|TINTAS
32|Seibel 2 (seibeleto)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2842841|6693445|6423177|6330118|2559450|2417681|3349837|4276672|3974185|3062997|2839703|2491824|275998|201931|732685|1387425|2476079|1967808|nd|4538123|26032|TINTAS
33|Seyve Willard (Tinta)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|679645|862334|762802|1003113|1120345|1032585|949623|1412382|1963751|1626063|1251956|1602693|1330096|1087889|1344919|1166954|571180|1098564|802673|nd|735427|67600|TINTAS
34|Vênus|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13720|0|0|38540|15460|0|12240|21154|13925|13910|67689|2308|2000|6180|nd|2590|100570|TINTAS
36|Baco|4647|5873|5084|0|0|2610|4172|13095|0|0|0|0|319|0|0|1688|0|0|0|448|739|1699|1262|0|1952|1048|1482|1030|1012|106|0|0|155|0|0|0|28300|0|0|0|0|0|0|0|0|0|0|0|0|nd|0|0|BRANCAS E ROSADAS
37|Bokay|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32810|56250|57680|79390|84430|37890|105130|80470|nd|91980|12830|BRANCAS E ROSADAS
38|BRS Clara|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3560|4820|4120|81130|0|0|390|0|0|nd|0|0|BRANCAS E ROSADAS
39|BRS Lorena|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|151131|565303|1366570|3312021|4861871|6117429|4804262|7776413|8792381|7354725|9165164|9168814|4520872|11704478|7529654|nd|7165025|23133629|BRANCAS E ROSADAS
40|Couderc 13|0|0|0|0|0|0|0|0|0|0|0|0|0|322338|589380|906354|982883|1977492|2218296|2614887|2790853|2506363|3007751|2841307|2341773|3376162|2627423|3702369|2598439|4524048|6123476|7809061|7605912|8908218|9332646|7870793|7903159|11367849|10071015|11021450|8001944|10982813|10185486|8564745|8990377|7605648|4286807|7955879|5524997|nd|3794245|33620117|BRANCAS E ROSADAS
41|Delaware|22705|22883|7517|0|0|0|0|0|0|19359|18249|4630|23875|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5360|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|nd|0|0|BRANCAS E ROSADAS
42|Dona Zillá|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|89841|251529|83222|105665|51939|46844|13660|57310|29246|44650|35708|29190|23770|15330|12325|34170|7890|19110|15370|nd|12610|10610|BRANCAS E ROSADAS
43|Dut Chess|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16342|15706|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|nd|0|0|BRANCAS E ROSADAS
44|Goethe|311458|267549|472553|113941|371399|280190|228609|20404|347450|70345|16057|72134|68360|130894|169402|301062|363437|178750|433377|328972|472611|431040|74765|76160|361587|47140|341189|337063|322158|318742|501930|379003|463452|246111|514160|522887|491419|791379|324838|480376|473521|414977|776322|469138|346269|481443|179216|248470|475568|nd|358137|104596918|BRANCAS E ROSADAS
45|IAC|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|650|0|0|0|0|0|0|0|0|nd|0|0|BRANCAS E ROSADAS
46|Juliana|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7000|15380|4060|1500|0|0|0|0|0|0|0|0|nd|0|0|BRANCAS E ROSADAS
47|Martha|15045|21972|14716|5126|17486|13578|1108|921|10749|7396|980|1041|3567|1920|16321|9096|1155|3200|5482|8930|4001|1449|2100|0|0|4454|995|9311|4307|5128|10397|16353|15890|8845|17610|10060|9302|6038|6586|6433|11329|3060|22321|5642|3050|12334|0|6150|7040|nd|6130|113040|BRANCAS E ROSADAS
48|Mistura de uvas americanas|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|nd|0|1856|BRANCAS E ROSADAS
49|Moscato Embrapa|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|51522|73931|875554|1149812|1445602|2328928|2813056|4274628|6621952|8598555|11229449|8594684|11200409|11303572|11763335|11902554|11248259|6173966|11771138|9535525|nd|7836758|5747131|BRANCAS E ROSADAS
50|Niagara|631152|239017|253262|112917|2476453|2409319|1035298|2468965|3239522|3589475|4030127|6714199|9863766|4496756|8308736|14685699|9191120|12590860|18884834|17211883|20800524|17234514|12657729|21246181|21892480|22138607|14560449|30382883|16338939|1467529|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|nd|0|0|BRANCAS E ROSADAS
51|Niagara Branca|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|245263|0|0|0|0|94323|0|15406|0|0|26743235|29969046|34145485|36195634|31185522|41747941|37394435|32398672|33749294|43629972|30822840|35971072|47581756|47325170|37574776|27973518|50329681|12925747|30802497|42948315|nd|28672956|5574368|BRANCAS E ROSADAS
52|Niagara Rosada|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|118763|477502|245082|388417|919565|1552087|1454485|1391996|6321306|4312102|5387168|10125596|16150486|10417448|9527834|12632861|12605714|8736346|10383783|14753481|9975809|12553768|14831369|14040879|10312310|9552430|15706093|4236495|11464265|12308714|nd|8740991|2170241|BRANCAS E ROSADAS
53|Poloske|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2250|12100|11180|nd|14191|402953|BRANCAS E ROSADAS
54|Seleções|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2360|5370|4280|0|0|2022|0|0|0|1500|0|0|0|nd|0|0|BRANCAS E ROSADAS
55|Seyve Villard|0|0|145444|0|0|11830|0|84230|182406|1099552|294858|620207|3756931|4095059|5284971|5234899|3649876|2777664|5881237|4991879|4182609|2813847|3066943|3360192|2818418|3092325|2311312|0|1564884|1741794|982857|726630|423282|994378|1029919|952715|915917|1139845|1156969|1094276|873170|1007735|839003|781787|700473|657086|312824|586955|462683|nd|313488|0|BRANCAS E ROSADAS
56|Seyve Villard 5276|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|661492|494908|260294|406600|449229|305108|242528|242415|151456|180410|107521|91960|60000|206295|139575|nd|57423|97368|BRANCAS E ROSADAS
57|Seyve Villard 12375|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|117279|0|0|0|0|0|0|0|0|154343|0|0|2219710|63233|426691|1447387|936740|867152|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|nd|0|61942|BRANCAS E ROSADAS
58|Tardia de Caxias|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25735|19580|23276|11345|12420|10383|40003|15971|8437|21921|27285|28853|13430|14890|17711|3440|6170|5380|nd|8150|33870|BRANCAS E ROSADAS
59|Outras(2)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|49576|17180|0|338394|57504|15682|68967|711372|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|nd|0|0|BRANCAS E ROSADAS
1| Alphonse Lavallee|31878|2333|170|7690|124762|74293|23684|24430|17339|88822|23451|12094|7662|2989|4380|17553|5147|12670|0|0|0|0|0|0|0|0|0|0|0|0|0|3613|0|0|0|1500|0|0|0|0|0|0|0|0|0|0|0|0|0|nd|0|0|TINTAS
2| Moscato de Hamburgo|25098|41057|4258|1249|801|109438|64828|89161|90655|72067|45312|43680|20248|5165|1590|0|2205|0|0|0|0|0|0|0|0|0|0|0|0|0|13877|20047|23239|7366|49698|48320|36105|66970|101101|84397|31771|89305|145132|75362|65850|108797|51310|85510|62567|nd|63474|21732|TINTAS
4| Cardinal|0|0|0|0|0|0|0|0|0|0|2235|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1620|0|0|4610|0|0|0|0|0|0|0|0|0|0|nd|0|0|BRANCAS
5| Golden Queen|167|8654|657|7312|8467|6805|0|2391|8715|2051|2765|0|0|0|1545|4921|3358|1321|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|nd|0|0|BRANCAS
6| Patrícia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20515|23661|42357|75480|6172|0|0|0|0|0|0|0|0|0|0|0|0|0|0|nd|0|0|BRANCAS
7| Perlona|0|0|4027|0|1695|1223|1406|0|0|11377|10722|14467|13971|4948|10735|10548|10753|64694|0|0|0|0|0|0|0|0|0|0|0|0|581598|94352|58566|61178|33155|32105|14569|25899|37376|11335|10375|5575|9695|3378|850|3280|290|180|730|nd|0|1710|BRANCAS
8| Italia|3733|7681|2145|740|268789|579717|152039|227941|235436|134574|59022|36849|39189|14126|1945|5877|18855|4112|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|33860|1630|3320|5130|2300|0|0|0|0|0|0|0|0|0|0|nd|0|0|BRANCAS
9| Rubi (Itália, Itália Ro)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4115|0|5590|11011|3105|1200|13883|52869|1034|29750|61260|2970|5720|0|nd|45610|51050|BRANCAS
