1;VINHO DE MESA;VINHO DE MESA;217208604;154264651;146953297;116710345;193875345;177401209;144565438;195359778;200053669;211252982;130308185;186129728;234754564;120261544;177680331;275338955;157711522;150467184;244791058;181801961;210548199;126768254;163248419;171754995;202073263;214788304;152917771;182816047;150814943;226520776;273025576;228932458;259589740;202545724;313962284;226080432;185100887;275287908;287506811;205418206;195267980;257840749;212777037;196904222;196173123;210308560;86319015;255015187;218375636;144629737;124200414;173899995
2;vm_Tinto;Tinto;174224052;121133369;118180926;88589019;146544484;144274134;118360170;154801826;162917363;154736439;101659755;134156175;183349460;87080528;119615028;216732390;118766694;97841160;173747942;136931173;154359897;90320836;118638894;125172218;161479717;167174017;115896909;116458841;102127865;168149414;208242670;175267437;215892333;155513687;254172425;180698666;149552555;228156220;241057928;164143454;157290088;210113358;175875432;163111797;157776363;169811472;75279191;1365957;188270142;121045115;103916391;146075996
3;vm_Branco;Branco;748400;1160500;1812367;243900;4138768;1441507;1871473;4954387;5079748;7146395;5363452;12547739;15782499;12191896;19502230;23010666;16872183;27497857;32660045;24603265;33512030;25046588;25446255;31986075;28291853;15472732;24073622;41842945;32140249;42528150;44902276;44322836;35329657;40861639;51719967;39212146;31738390;42118552;42942053;39211278;35408083;46007504;34938249;32066403;37438069;39557250;10727099;217527985;29229970;22032828;19568734;26432799
4;vm_Rosado;Rosado;42236152;31970782;26960004;27877426;43192093;31685568;24333795;35603565;32056558;49370148;23284978;39425814;35622605;20989120;38563073;35595899;22072645;25128167;38383071;20267523;22676272;11400830;19163270;14596702;12301693;32141555;12947240;24514261;16546829;15843212;19880630;9342185;8367750;6170398;8069892;6169620;3809942;5013136;3506830;2063474;2569809;1719887;1963356;1726022;958691;939838;312725;36121245;875524;1551794;715289;1391200
5;VINHO FINO DE MESA (VINÍFERA);VINHO FINO DE MESA (VINÍFERA);23899346;23586062;21078771;12368410;31644124;39424590;34500590;41264971;36750933;46129710;31740663;49348047;57453581;40616812;48289279;67035393;48559180;47301266;76560765;72772144;73689124;45519167;52612778;53054225;58733741;47126229;45325058;46988414;33898630;45830497;56209739;34159277;31655226;29551457;42902608;45453898;32168977;43176484;47334501;39900568;24805713;47598471;45200730;45782530;38464314;37148982;18070626;44537870;38707220;37615422;32516686;43474998
6;vv_Tinto;Tinto;7591557;7265666;6782837;3419625;10047658;14731106;12405154;16131758;15000671;14356453;9296741;16036963;19987588;14340514;15777602;19347979;12282967;10920073;18690518;16140751;17750504;12001895;13449911;12119485;15646861;11924291;12819866;12590647;8716140;14640657;18545613;13587683;13619033;15357576;23062182;25409805;18868108;24786071;27583032;18209043;11401406;24104740;24027589;23156458;17208996;16745896;8774847;21442212;19118254;17389377;15451883;20433249
7;vv_Branco;Branco;15562889;15655709;13289304;7930070;18927471;21933695;19874659;20409231;17640081;25727132;19326572;27528276;34423412;24164361;30395959;44679484;34794145;35432544;56441847;54983093;52080420;33307472;38856367;40415898;42419680;34209738;31893892;33792167;24384090;30674840;36955126;20393594;17911689;14058481;19803647;20012363;13249969;17598428;18812571;21366975;13013027;22739426;20647238;21906349;20054804;19561966;8705066;21928400;18297257;18193055;15487915;20867999
8;vv_Rosado;Rosado;744900;664687;1006630;1018715;2668995;2759789;2220777;4723982;4110181;6046125;3117350;5782808;3042581;2111937;2115718;3007930;1482068;948649;1428400;1648300;3858200;209800;306500;518842;667200;992200;611300;605600;798400;515000;709000;178000;124504;135400;36779;31730;50900;791985;938898;324550;391280;754305;525903;719723;1200514;841120;590713;1167258;1291709;2032990;1576888;2173750
9;SUCO;SUCO;1097771;2296654;3509440;0;0;0;0;0;0;0;0;0;0;0;0;6631667;4313768;5469016;7586870;6923183;10423252;11324462;10797624;12031753;13343721;12893959;9189900;13409014;13904186;15532303;17722779;17987182;20228691;12420745;24078112;27960596;31361096;30136844;35647994;39715098;50125944;69364324;70066732;64879790;76723537;87894468;42210389;77161971;65467906;77805352;69261287;100932264
10;su_Suco de uva simples;Suco de uva integral;1097771;2296654;3509440;0;0;0;0;0;0;0;0;0;0;0;0;3544706;2116507;2262240;2018000;2824600;2848560;3609000;4033698;3800800;3884000;4123776;2407900;2884969;3904186;4132303;3546779;5196430;5505889;1372381;6222380;7103175;13946491;10147037;11817941;16034003;26887259;39487800;31908829;33673396;43331223;52233155;31117869;46865626;34367996;50239767;40718523;68038479
11;su_Suco concentrado;Suco de uva concentrado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3086961;2197261;3206776;5568870;4098583;7574692;7715462;6763926;8230953;9459721;8770183;6782000;10524045;10000000;11400000;14176000;12790752;14722802;11048364;17855732;19513244;17414605;19280709;23014646;23006457;23238685;29564324;37624855;31206394;33392314;35661313;11092520;30059271;31099910;26861009;27963865;32131218
12;su_Suco de uva adoçado;Suco de uva adoçado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1344177;0;709098;815407;674638;0;312200;533048;0;0;0;0;177774;0;120320;107289;40450
13;su_Suco de uva orgânico;Suco de uva orgânico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;471610;722117
14;su_Suco de uva reconstituído;Suco de uva reconstituído;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59300;0;584256;0;0
15;DERIVADOS;DERIVADOS;14164329;13280518;12314509;28317919;47904934;53633143;22925012;24015856;41607777;35370846;37553414;52530037;37506770;27314628;17331744;17336419;14785645;14905862;19644584;12004574;16191621;20352398;29469940;17573100;16053642;23637100;12754798;24553317;14693351;23422306;25959016;15498842;28122348;24108352;28471858;25541605;27752531;42011603;59622293;56787892;51210756;85748723;100757101;64072127;62907281;107349704;53950314;109116761;95202101;142888747;92533804;169031493
16;de_Espumante;Espumante;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76000;0;0;0;11000;0;0;0;0;0;0;6900;71410;0;0;0;3999;1920;26600;0;88690;0;10125;26361;17200;30275;2700;23750;1500;11280;68500;52176;32399;70091
17;de_Espumante moscatel;Espumante moscatel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276099;0;147600;204000;514480;320514;589332;1113462;1190500;703393;219100;139775;159781;100000;110100;100000;152375;326200;515800;689139;11950
18;de_Base espumante;Base espumante;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239000;0;78250;220120;335850;0;0;0;0;0;0;0;0;0;0;0;5475049
19;de_Base espumante moscatel;Base espumante moscatel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98900;212400;362589;111200;474721;442150;1144508;2749540;2798908;1470700;1808044;1607727;1325700;1965629;1320650;1962443;3006705;5549471
20;de_Base Champenoise champanha;Base Champenoise champanha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92082;74746;369278;359617;234725;605001;740395;1552403;228518;274903;200777;0
21;de_Base Charmat champanha;Base Charmat champanha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254000;865858;479625;624728;376968;1466259;250280;893364;1746540;1188095;2487939;0
22;de_Bebida de uva;Bebida de uva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1082700;420;7900;0;0;4260;3860;922;3474;0;0;0;0;2000
23;de_Polpa de uva;Polpa de uva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;890562;1350672;1006000;1083202;1188260;1352417;1951606;2480120;2797665;1742152;2484000;2371140;1620430;2507125;2112683;1480269;1803472;1180578
24;de_Mosto simples;Mosto simples;7170736;7646774;6051822;21779327;41346735;48185206;18220527;22097156;40052456;34318456;37553414;48762185;37506770;27314628;17331744;10637557;7031320;7821040;16544460;8141100;13307690;17407568;27491540;17218000;10972700;20917600;12111372;19066000;11046570;14359734;16192018;6977231;12875000;13172480;26067525;22429791;25903812;37558010;53683415;53418555;45912040;77285998;93341575;58517506;57582195;100911592;49770993;101010116;88910980;135614344;80355474;153579926
25;de_Mosto concentrado;Mosto concentrado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;354707;295800;400500;384200;732470;1098250;921400;288900;355100;335500;265000;292000;490000;381000;411354;0;0;0;0;0;83116;0;110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;de_Mosto de uva com bagaço;Mosto de uva com bagaço;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1037600;0;0;0;0;0;772110;0;645816;3078256;618764
27;de_Mosto dessulfitado;Mosto dessulfitado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;5000;1532000
28;de_Mistelas;Mistelas;1072100;818400;871200;512900;826300;223000;205500;553200;242150;60300;0;0;0;0;0;0;378400;402600;196000;32000;149000;0;0;0;0;0;0;0;0;0;33000;15000;0;5500;11500;9960;0;1900;2000;3500;0;0;200;2500;1000;0;0;1500;2000;3000;0;2500
29;de_Néctar de uva;Néctar de uva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10000;1140;1000;0;3000;0;32519;46000;18187
30;de_Licorosos;Licorosos;282500;270000;254600;176500;135000;24000;4400;525000;479971;34000;0;0;0;0;0;0;0;0;3000;20000;24300;11500;7800;0;0;0;0;0;0;44740;21000;4000;0;34420;0;0;0;0;0;38000;0;0;26775;0;0;0;0;110820;0;0;0;0
31;de_Compostos;Compostos;0;45000;1358300;1628000;0;0;0;0;75000;0;0;0;0;0;0;0;0;0;2000;1900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7600;0;0;0;0;0;0;0;0;0
32;de_Jeropiga;Jeropiga;0;0;0;0;0;0;107500;12500;60000;20000;0;0;0;0;0;234500;173000;122000;61000;42000;0;0;60000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69000;0;0;0;0;0;0;0;0;0;2000;3540
33;de_Filtrado;Filtrado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88000;39000;11000;18000;11000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;de_Frisante;Frisante;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;831000;1003800;778500;1009000;26069;0;0;0;0;0;0;1390
35;de_Vinho leve;Vinho leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249000;264000;192800;144500;0;0;0;0;0;0;0;0;0;0;11000;6000;16500;0;0;0;0;0;0;0;0;0;0;0;0;8000;0;0;0
36;de_Vinho licoroso;Vinho licoroso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77800;125700;28500;27926;65650;0;15000;0;0;100;36000;56000;24200;110820;124303;99485;48678;30000
37;de_Brandy;Brandy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13000;0;0;5216;6500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120
38;de_Destilado;Destilado;830030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;342650;222230;472576;287220;176800;0;0;0;0;0;0;0;0;0;7350;1960;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;680;0;0;0
39;de_Bagaceira;Bagaceira;961290;913200;755350;661270;424620;576098;705912;828000;698200;938090;0;0;0;0;0;299500;156100;325600;29000;52000;55000;15000;10000;0;0;0;0;0;0;0;12700;10350;0;26800;66082;32050;24250;48500;8500;6500;0;0;0;0;0;1350;1000;900;2100;10495;0;12060
40;de_Licor de bagaceira;Licor de bagaceira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1507;5800;0
41;de_Vinagre;Vinagre;0;21500;8200;0;35300;0;288000;0;0;0;0;0;0;0;0;104707;0;0;0;0;0;0;45000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5817;0;0;0;53776;25800;5000;25319;25367;76096;10000;7500
42;de_Borra líquida;Borra líquida;3847673;3565644;3015037;3559922;5136979;4624839;3393173;0;0;0;0;3767852;0;0;0;5095798;6357648;5142446;1953488;2426804;1282381;1649130;1400200;0;0;0;0;0;0;0;9626928;8216162;8541861;3126172;1044490;526016;57333;2095873;1679775;0;64304;0;0;63111;50954;48833;24975;0;255100;901431;509378;116450
43;de_Borra seca;Borra seca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149981;0;0;78397;142850;120230;82367;0;70480;25996;167587;16789
44;de_Vinho Composto;Vinho Composto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;0;160000
45;de_Pisco;Pisco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3372;1000;0
46;de_Vinho orgânico;Vinho orgânico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254000;171147;219100;15000;85000;0;137000;0;0;4745442;2454500;351426;4997317;3265781;8592228;0;0;6705487;7584380;0;0;22933;307410;15000;0;0;5600;0;0;0;0;0;0;0;0;18700;93884
47;de_Espumante orgânico;Espumante orgânico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2412
48;de_Destilado alcoólico simples de bagaceira ;Destilado alcoólico simples de bagaceira ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;3000
49;de_Vinho acidificado ;Vinho acidificado ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65000;0
50;de_Mosto parcialmente fermentado ;Mosto parcialmente fermentado ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;543510
51;de_Outros derivados;Outros derivados;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322
